Q13740	CD166_HUMAN	ALCAM
Q99467	CD180_HUMAN	CD180
P29016	CD1B_HUMAN	CD1B
Q9HCU0	CD248_HUMAN	CD248
P16070	CD44_HUMAN	CD44
P32970	CD70_HUMAN	CD70
P40259	CD79B_HUMAN	CD79B
P42081	CD86_HUMAN	CD86
A6NJW9	CD8B2_HUMAN	CD8B2
Q8NHZ8	CDC26_HUMAN	CDC26
Q00536	CDK16_HUMAN	CDK16
Q07002	CDK18_HUMAN	CDK18
P06493	CDK1_HUMAN	CDK1
Q00534	CDK6_HUMAN	CDK6
O14519	CDKA1_HUMAN	CDK2AP1
Q5MAI5	CDKL4_HUMAN	CDKL4
Q16667	CDKN3_HUMAN	CDKN3
Q49AH0	CDNF_HUMAN	CDNF
Q8WU49	CG033_HUMAN	C7orf33
A4D174	CG071_HUMAN	C7orf71
Q8TDX6	CGAT1_HUMAN	CSGALNACT1
P0DN86	CGB3_HUMAN	CGB3; CGB5; CGB8
Q49A92	CH034_HUMAN	C8orf34
Q8TAG6	CH046_HUMAN	C8orf46
Q8NAV2	CH058_HUMAN	C8orf58
Q6ZUL3	CH086_HUMAN	C8orf86
P61604	CH10_HUMAN	HSPE1
Q15782	CH3L2_HUMAN	CHI3L2
Q96BP2	CHCH1_HUMAN	CHCHD1
Q9Y6H1	CHCH2_HUMAN	CHCHD2
Q86WJ1	CHD1L_HUMAN	CHD1L
O14646	CHD1_HUMAN	CHD1
O14647	CHD2_HUMAN	CHD2
Q9HCK8	CHD8_HUMAN	CHD8
P11802	CDK4_HUMAN	CDK4
Q8IVW4	CDKL3_HUMAN	CDKL3
P46527	CDN1B_HUMAN	CDKN1B
Q4KMG0	CDON_HUMAN	CDON
Q6NVV7	CDPF1_HUMAN	CDPF1
Q96T59	CDRTF_HUMAN	CDRT15
Q15517	CDSN_HUMAN	CDSN
Q96GV9	CE030_HUMAN	C5orf30
Q9H799	CE042_HUMAN	C5orf42
Q8N8D9	CE056_HUMAN	C5orf56
Q2M2E5	CE064_HUMAN	C5orf64
Q8N8E3	CE112_HUMAN	CEP112
Q3KPI0	CEA21_HUMAN	CEACAM21
P13688	CEAM1_HUMAN	CEACAM1
P40198	CEAM3_HUMAN	CEACAM3
P31997	CEAM8_HUMAN	CEACAM8
P49716	CEBPD_HUMAN	CEBPD
Q9UNI1	CELA1_HUMAN	CELA1
Q5SZQ8	CELF3_HUMAN	CELF3
Q8N6W0	CELF5_HUMAN	CELF5
Q8WUJ3	CEMIP_HUMAN	CEMIP
B2RD01	CENP1_HUMAN	CENPBD1
Q9BS16	CENPK_HUMAN	CENPK
Q7L2Z9	CENPQ_HUMAN	CENPQ
Q96BT3	CENPT_HUMAN	CENPT
Q5EE01	CENPW_HUMAN	CENPW
Q9BYV8	CEP41_HUMAN	CEP41
Q5JTW2	CEP78_HUMAN	CEP78
Q96ST8	CEP89_HUMAN	CEP89
Q9Y6K0	CEPT1_HUMAN	CEPT1
Q9HA82	CERS4_HUMAN	CERS4
Q6ZMG9	CERS6_HUMAN	CERS6
Q12798	CETN1_HUMAN	CETN1
Q5SRN2	CF010_HUMAN	C6orf10
Q6UWU4	CF089_HUMAN	C6orf89
Q5TEZ4	CF164_HUMAN	LINC01590
Q9H8X3	CF208_HUMAN	LINC00574
Q5I0X4	CF226_HUMAN	C6orf226
Q8N1V2	CFA52_HUMAN	CFAP52
Q96M91	CFA53_HUMAN	CFAP53
Q96MR6	CFA57_HUMAN	CFAP57
A5D8W1	CFA69_HUMAN	CFAP69
A6NFT4	CFA73_HUMAN	CFAP73
Q6ZQR2	CFA77_HUMAN	CFAP77
Q8N865	CG031_HUMAN	C7orf31
Q8WVR3	CG043_HUMAN	C7orf43
Q8N884	CGAS_HUMAN	CGAS
Q99674	CGRE1_HUMAN	CGREF1
Q96NL8	CH037_HUMAN	C8orf37
Q14839	CHD4_HUMAN	CHD4
Q9P2D1	CHD7_HUMAN	CHD7
Q9UKJ5	CHIC2_HUMAN	CHIC2
Q13231	CHIT1_HUMAN	CHIT1
Q9Y259	CHKB_HUMAN	CHKB
Q7LBR1	CHM1B_HUMAN	CHMP1B
O43633	CHM2A_HUMAN	CHMP2A
Q9H444	CHM4B_HUMAN	CHMP4B
Q8WUD6	CHPT1_HUMAN	CHPT1
Q9NRG0	CHRC1_HUMAN	CHRAC1
Q9H2A9	CHST8_HUMAN	CHST8
O43529	CHSTA_HUMAN	CHST10
Q9NRB3	CHSTC_HUMAN	CHST12
Q9H2J1	CI037_HUMAN	ARRDC1-AS1
Q8TAL5	CI043_HUMAN	C9orf43
Q5SZB4	CI050_HUMAN	C9orf50
Q96Q77	CIB3_HUMAN	CIB3
P0DN79	CBSL_HUMAN	CBSL
Q2M329	CCD96_HUMAN	CCDC96
Q9Y3X0	CCDC9_HUMAN	CCDC9
O60359	CCG3_HUMAN	CACNG3
Q8WXS4	CCGL_HUMAN	TMEM37
P51671	CCL11_HUMAN	CCL11
P55774	CCL18_HUMAN	CCL18
P22362	CCL1_HUMAN	CCL1
O00585	CCL21_HUMAN	CCL21
P78396	CCNA1_HUMAN	CCNA1
P20248	CCNA2_HUMAN	CCNA2
P14635	CCNB1_HUMAN	CCNB1
P51677	CCR3_HUMAN	CCR3
P51684	CCR6_HUMAN	CCR6
P32248	CCR7_HUMAN	CCR7
P86791	CCZ1_HUMAN	CCZ1
Q8N1A6	CD033_HUMAN	C4orf33
Q6YHK3	CD109_HUMAN	CD109
P21127	CD11B_HUMAN	CDK11B
P26842	CD27_HUMAN	CD27
P10747	CD28_HUMAN	CD28
P07766	CD3E_HUMAN	CD3E
P01730	CD4_HUMAN	CD4
P11912	CD79A_HUMAN	CD79A
Q13042	CDC16_HUMAN	CDC16
Q99741	CDC6_HUMAN	CDC6
Q9H5V8	CDCP1_HUMAN	CDCP1
O14735	CDIPT_HUMAN	CDIPT
P38936	CDN1A_HUMAN	CDKN1A
P49918	CDN1C_HUMAN	CDKN1C
P42771	CDN2A_HUMAN	CDKN2A
Q53EZ4	CEP55_HUMAN	CEP55
Q76N32	CEP68_HUMAN	CEP68
Q8NHQ1	CEP70_HUMAN	CEP70
Q9Y592	CEP83_HUMAN	CEP83
Q96GE4	CEP95_HUMAN	CEP95
Q5JU67	CF157_HUMAN	CFAP157
Q6P656	CF161_HUMAN	CFAP161
A8K010	CF176_HUMAN	LINC00473
Q8IYR0	CF206_HUMAN	CFAP206
H3BNL8	CF229_HUMAN	C6orf229
Q96G28	CFA36_HUMAN	CFAP36
Q8NDM7	CFA43_HUMAN	CFAP43
Q9UL16	CFA45_HUMAN	CFAP45
Q6ZTR5	CFA47_HUMAN	CFAP47
Q8NHU2	CFA61_HUMAN	CFAP61
Q5T0N1	CFA70_HUMAN	CFAP70
Q9C0B2	CFA74_HUMAN	CFAP74
Q9P2B7	CFA97_HUMAN	CFAP97
P00751	CFAB_HUMAN	CFB
P08603	CFAH_HUMAN	CFH
Q6NUI6	CHADL_HUMAN	CHADL
O15335	CHAD_HUMAN	CHAD
Q96JM3	CHAP1_HUMAN	CHAMP1
Q12873	CHD3_HUMAN	CHD3
Q8TDI0	CHD5_HUMAN	CHD5
Q8NE62	CHDH_HUMAN	CHDH
Q5JTY5	CBWD3_HUMAN	CBWD3
Q96M34	CC030_HUMAN	C3orf30
Q5JPI3	CC038_HUMAN	C3orf38
Q6ZUJ4	CC062_HUMAN	C3orf62
P0CE67	CC079_HUMAN	C3orf79
H3BNL1	CC084_HUMAN	C3orf84
Q8IYK2	CC105_HUMAN	CCDC105
Q5T0U0	CC122_HUMAN	CCDC122
P13994	CC130_HUMAN	CCDC130
Q9H6E4	CC134_HUMAN	CCDC134
Q6PK04	CC137_HUMAN	CCDC137
Q96MF4	CC140_HUMAN	CCDC140
A0ZSE6	CC50C_HUMAN	TMEM30CP
Q96LY2	CC74B_HUMAN	CCDC74B
Q8WUD4	CCD12_HUMAN	CCDC12
Q0P6D6	CCD15_HUMAN	CCDC15
Q86WR0	CCD25_HUMAN	CCDC25
Q96M95	CCD42_HUMAN	CCDC42
Q96A33	CCD47_HUMAN	CCDC47
Q6ZRK6	CCD73_HUMAN	CCDC73
Q9BR77	CCD77_HUMAN	CCDC77
Q76M96	CCD80_HUMAN	CCDC80
Q567U6	CCD93_HUMAN	CCDC93
Q96F63	CCD97_HUMAN	CCDC97
Q9BQI4	CCDC3_HUMAN	CCDC3
Q9H0W5	CCDC8_HUMAN	CCDC8
Q06432	CCG1_HUMAN	CACNG1
P53701	CCHL_HUMAN	HCCS
P32238	CCKAR_HUMAN	CCKAR
Q16663	CCL15_HUMAN	CCL15
O00175	CCL24_HUMAN	CCL24
P10147	CCL3_HUMAN	CCL3
P13501	CCL5_HUMAN	CCL5
P80075	CCL8_HUMAN	CCL8
O95067	CCNB2_HUMAN	CCNB2
P41002	CCNF_HUMAN	CCNF
Q96S94	CCNL2_HUMAN	CCNL2
O60583	CCNT2_HUMAN	CCNT2
P46092	CCR10_HUMAN	CCR10
P51685	CCR8_HUMAN	CCR8
O00421	CCRL2_HUMAN	CCRL2
Q9C0I3	CCSE1_HUMAN	CCSER1
Q9H7U1	CCSE2_HUMAN	CCSER2
Q8N7R7	CCYL1_HUMAN	CCNYL1
Q8WVX3	CD003_HUMAN	C4orf3
Q96LM5	CD045_HUMAN	C4orf45
Q6ZRC1	CD050_HUMAN	C4orf50
Q9UQ88	CD11A_HUMAN	CDK11A
P15812	CD1E_HUMAN	CD1E
Q9NNX6	CD209_HUMAN	CD209
P11836	CD20_HUMAN	MS4A1
Q9BZW8	CD244_HUMAN	CD244
P25063	CD24_HUMAN	CD24
Q5ZPR3	CD276_HUMAN	CD276
Q9Y5K6	CD2AP_HUMAN	CD2AP
Q7L3B6	CD37L_HUMAN	CDC37L1
P13987	CD59_HUMAN	CD59
P08962	CD63_HUMAN	CD63
P09564	CD7_HUMAN	CD7
P33681	CD80_HUMAN	CD80
P60033	CD81_HUMAN	CD81
P60953	CDC42_HUMAN	CDC42
O00311	CDC7_HUMAN	CDC7
Q69YH5	CDCA2_HUMAN	CDCA2
Q9BXL8	CDCA4_HUMAN	CDCA4
Q9BWT1	CDCA7_HUMAN	CDCA7
Q5VXM1	CDCP2_HUMAN	CDCP2
O75956	CDKA2_HUMAN	CDK2AP2
Q5VV42	CDKAL_HUMAN	CDKAL1
Q00532	CDKL1_HUMAN	CDKL1
P55273	CDN2D_HUMAN	CDKN2D
P51861	CDR1_HUMAN	CDR1
Q01850	CDR2_HUMAN	CDR2
Q8N9R6	CDRT4_HUMAN	CDRT4
Q9H211	CDT1_HUMAN	CDT1
P47902	CDX1_HUMAN	CDX1
Q9Y6F8	CDY1_HUMAN	CDY1; CDY1B
Q8N8U2	CDYL2_HUMAN	CDYL2
Q52M75	CE027_HUMAN	LINC01554
O14521	DHSD_HUMAN	SDHD
Q9NVH1	DJC11_HUMAN	DNAJC11
O75165	DJC13_HUMAN	DNAJC13
Q9H1X3	DJC25_HUMAN	DNAJC25
Q96LL9	DJC30_HUMAN	DNAJC30
O94907	DKK1_HUMAN	DKK1
Q9NW81	DMAC2_HUMAN	DMAC2
Q96MA1	DMRTB_HUMAN	DMRTB1
Q96SC8	DMTA2_HUMAN	DMRTA2
P51530	DNA2_HUMAN	DNA2
Q9UI46	DNAI1_HUMAN	DNAI1
Q96M86	DNHD1_HUMAN	DNHD1
Q8N7S2	DNJ5G_HUMAN	DNAJC5G
P31689	DNJA1_HUMAN	DNAJA1
P25686	DNJB2_HUMAN	DNAJB2
Q7Z6W7	DNJB7_HUMAN	DNAJB7
Q99615	DNJC7_HUMAN	DNAJC7
Q8WXX5	DNJC9_HUMAN	DNAJC9
Q1HG44	DOXA2_HUMAN	DUOXA2
Q9UKG1	DP13A_HUMAN	APPL1
Q86SG4	DPCA2_HUMAN	HMGN2P46
Q9UHL4	DPP2_HUMAN	DPP7
Q9NY33	DPP3_HUMAN	DPP3
P53355	DAPK1_HUMAN	DAPK1
Q96EP5	DAZP1_HUMAN	DAZAP1
Q30KQ9	DB110_HUMAN	DEFB110
Q9UK59	DBR1_HUMAN	DBR1
Q5VU92	DC121_HUMAN	DCAF12L1
Q9Y6G9	DC1L1_HUMAN	DYNC1LI1
Q3SXM0	DC4L1_HUMAN	DCAF4L1
Q8WV16	DCAF4_HUMAN	DCAF4
Q8WVC6	DCAKD_HUMAN	DCAKD
Q16531	DDB1_HUMAN	DDB1
Q08345	DDR1_HUMAN	DDR1
A6NHG4	DDTL_HUMAN	DDTL
Q13206	DDX10_HUMAN	DDX10
Q96FC9	DDX11_HUMAN	DDX11
Q92841	DDX17_HUMAN	DDX17
Q9NR30	DDX21_HUMAN	DDX21
Q96GQ7	DDX27_HUMAN	DDX27
Q9H0S4	DDX47_HUMAN	DDX47
Q5H9U9	DDX6L_HUMAN	DDX60L
Q6P3S1	DEN1B_HUMAN	DENND1B
Q8IWF6	DEN6A_HUMAN	DENND6A
Q5TB30	DEP1A_HUMAN	DEPDC1
O76075	DFFB_HUMAN	DFFB
Q6ZPD8	DG2L6_HUMAN	DGAT2L6
Q7Z5P4	DHB13_HUMAN	HSD17B13
P37059	DHB2_HUMAN	HSD17B2
P49448	DHE4_HUMAN	GLUD2
Q7Z5J1	DHI1L_HUMAN	HSD11B1L
A0PJE2	DHR12_HUMAN	DHRS12
Q9BPW9	DHRS9_HUMAN	DHRS9
Q96HY7	DHTK1_HUMAN	DHTKD1
Q7L2E3	DHX30_HUMAN	DHX30
Q9UBX3	DIC_HUMAN	SLC25A10
Q6PK57	DMP34_HUMAN	DNM1P34
O75190	DNJB6_HUMAN	DNAJB6
Q9NNZ3	DNJC4_HUMAN	DNAJC4
O00429	DNM1L_HUMAN	DNM1L
Q9UJW3	DNM3L_HUMAN	DNMT3L
Q6XZF7	DNMBP_HUMAN	DNMBP
Q9NZJ0	DTL_HUMAN	DTL
O60941	DTNB_HUMAN	DTNB
P0CJ89	DU4L6_HUMAN	DUX4L6
O75319	DUS11_HUMAN	DUSP11
Q9UNI6	DUS12_HUMAN	DUSP12
Q8WTR2	DUS19_HUMAN	DUSP19
O77932	DXO_HUMAN	DXO
Q8IVF4	DYH10_HUMAN	DNAH10
Q9UFH2	DYH17_HUMAN	DNAH17
Q8TE73	DYH5_HUMAN	DNAH5
Q9C0G6	DYH6_HUMAN	DNAH6
P63167	DYL1_HUMAN	DYNLL1
Q7RTS9	DYM_HUMAN	DYM
P50570	DYN2_HUMAN	DNM2
O00716	E2F3_HUMAN	E2F3
Q16254	E2F4_HUMAN	E2F4
Q6ZTU2	E400N_HUMAN	EP400P1
Q9HCM4	E41L5_HUMAN	EPB41L5
O94769	ECM2_HUMAN	ECM2
Q8WWZ3	EDAD_HUMAN	EDARADD
Q9UNE0	EDAR_HUMAN	EDAR
A0A1B0GTR0	EDD13_HUMAN	EDDM13
P14138	EDN3_HUMAN	EDN3
P25101	EDNRA_HUMAN	EDNRA
O75530	EED_HUMAN	EED
P68104	EF1A1_HUMAN	EEF1A1
P52803	EFNA5_HUMAN	EFNA5
O43281	EFS_HUMAN	EFS
P20036	DPA1_HUMAN	HLA-DPA1
P04440	DPB1_HUMAN	HLA-DPB1
Q92782	DPF1_HUMAN	DPF1
P27487	DPP4_HUMAN	DPP4
Q86TI2	DPP9_HUMAN	DPP9
Q6PKH6	DR4L2_HUMAN	DHRS4L2
P21918	DRD5_HUMAN	DRD5
Q16643	DREB_HUMAN	DBN1
Q14574	DSC3_HUMAN	DSC3
Q9H410	DSN1_HUMAN	DSN1
Q86Y01	DTX1_HUMAN	DTX1
Q9Y2E6	DTX4_HUMAN	DTX4
P0CJ86	DU4L3_HUMAN	DUX4L3
Q9NRW4	DUS22_HUMAN	DUSP22
O43812	DUX1_HUMAN	DUX1
A6NLW8	DUXA_HUMAN	DUXA
P0DN84	DWORF_HUMAN	
P63172	DYLT1_HUMAN	DYNLT1
Q8N1N2	DYNAP_HUMAN	DYNAP
Q9Y463	DYR1B_HUMAN	DYRK1B
Q9NVP4	DZAN1_HUMAN	DZANK1
Q86Y13	DZIP3_HUMAN	DZIP3
P19525	E2AK2_HUMAN	EIF2AK2
Q01094	E2F1_HUMAN	E2F1
A0AVK6	E2F8_HUMAN	E2F8
O43491	E41L2_HUMAN	EPB41L2
Q9HCS5	E41LA_HUMAN	EPB41L4A
Q66K89	E4F1_HUMAN	E4F1
Q56P03	EAPP_HUMAN	EAPP
P0CF75	EBLN1_HUMAN	EBLN1
Q99848	EBP2_HUMAN	EBNA1BP2
P40939	ECHA_HUMAN	HADHA
P55084	ECHB_HUMAN	HADHB
Q19T08	ECSCR_HUMAN	ECSCR
P20800	EDN2_HUMAN	EDN2
Q3B7T1	EDRF1_HUMAN	EDRF1
Q14195	DPYL3_HUMAN	DPYSL3
O14531	DPYL4_HUMAN	DPYSL4
Q14117	DPYS_HUMAN	DPYS
P01906	DQA2_HUMAN	HLA-DQA2
P01920	DQB1_HUMAN	HLA-DQB1
P55039	DRG2_HUMAN	DRG2
Q6PGQ1	DRIC1_HUMAN	DRICH1
P56555	DSCR4_HUMAN	DSCR4
Q9Y4J8	DTNA_HUMAN	DTNA
Q8N9I9	DTX3_HUMAN	DTX3
Q9NRD9	DUOX1_HUMAN	DUOX1
Q9Y6W6	DUS10_HUMAN	DUSP10
Q8NEJ0	DUS18_HUMAN	DUSP18
Q6P1R4	DUS1L_HUMAN	DUS1L
Q9BVJ7	DUS23_HUMAN	DUSP23
Q16829	DUS7_HUMAN	DUSP7
Q96PT4	DUX3_HUMAN	DUX3
Q6RFH8	DUX4C_HUMAN	DUX4L9
O14640	DVL1_HUMAN	DVL1
O14641	DVL2_HUMAN	DVL2
Q92997	DVL3_HUMAN	DVL3
O00148	DX39A_HUMAN	DDX39A
Q96IM9	DYDC2_HUMAN	DYDC2
P51808	DYLT3_HUMAN	DYNLT3
Q86XF0	DYR2_HUMAN	DHFR2
O43781	DYRK3_HUMAN	DYRK3
P00374	DYR_HUMAN	DHFR
A2CJ06	DYTN_HUMAN	DYTN
Q8IYY4	DZI1L_HUMAN	DZIP1L
P24534	EF1B_HUMAN	EEF1B2
P29692	EF1D_HUMAN	EEF1D
Q8N7U6	EFHB_HUMAN	EFHB
Q96C19	EFHD2_HUMAN	EFHD2
Q15768	EFNB3_HUMAN	EFNB3
Q14156	EFR3A_HUMAN	EFR3A
P01133	EGF_HUMAN	EGF
Q9UGM3	DMBT1_HUMAN	DMBT1
Q8NFW5	DMBX1_HUMAN	DMBX1
Q9Y5R5	DMRT2_HUMAN	DMRT2
Q5HYR2	DMRTC_HUMAN	DMRTC1; DMRTC1B
Q9Y485	DMXL1_HUMAN	DMXL1
Q8TDJ6	DMXL2_HUMAN	DMXL2
Q1HG43	DOXA1_HUMAN	DUOXA1
Q8N608	DPP10_HUMAN	DPP10
Q8TE96	DQX1_HUMAN	DQX1
Q9H1R2	DUS15_HUMAN	DUSP15
Q9BY84	DUS16_HUMAN	DUSP16
Q9H596	DUS21_HUMAN	DUSP21
Q4G0W2	DUS28_HUMAN	DUSP28
P51452	DUS3_HUMAN	DUSP3
Q16690	DUS5_HUMAN	DUSP5
Q6XUX3	DUSTY_HUMAN	DSTYK
Q96PT3	DUX5_HUMAN	DUX5
Q13838	DX39B_HUMAN	DDX39B
Q6ZR08	DYH12_HUMAN	DNAH12
Q0VDD8	DYH14_HUMAN	DNAH14
Q9P225	DYH2_HUMAN	DNAH2
Q8TD57	DYH3_HUMAN	DNAH3
Q8WXX0	DYH7_HUMAN	DNAH7
Q8NCM8	DYHC2_HUMAN	DYNC2H1
Q05193	DYN1_HUMAN	DNM1
O75923	DYSF_HUMAN	DYSF
Q86YF9	DZIP1_HUMAN	DZIP1
Q13316	DMP1_HUMAN	DMP1
Q6ZS02	DMP46_HUMAN	DNM1P46
Q5VZB9	DMRTA_HUMAN	DMRTA1
Q09019	DMWD_HUMAN	DMWD
O00115	DNS2A_HUMAN	DNASE2
P06340	DOA_HUMAN	HLA-DOA
Q5JSL3	DOC11_HUMAN	DOCK11
Q96N67	DOCK7_HUMAN	DOCK7
Q99704	DOK1_HUMAN	DOK1
Q9P104	DOK5_HUMAN	DOK5
Q86YN1	DOPP1_HUMAN	DOLPP1
Q9BZG8	DPH1_HUMAN	DPH1
Q9P2X0	DPM3_HUMAN	DPM3
P28340	DPOD1_HUMAN	POLD1
P49005	DPOD2_HUMAN	POLD2
P42658	DPP6_HUMAN	DPP6
Q7L190	DPPA4_HUMAN	DPPA4
P13762	DRB4_HUMAN	HLA-DRB4
Q6IAN0	DRS7B_HUMAN	DHRS7B
Q14126	DSG2_HUMAN	DSG2
P55265	DSRAD_HUMAN	ADAR
Q96EV8	DTBP1_HUMAN	DTNBP1
Q99956	DUS9_HUMAN	DUSP9
Q6ZN92	DUTL_HUMAN	
Q6ZMT9	DTHD1_HUMAN	DTHD1
Q8TDB6	DTX3L_HUMAN	DTX3L
P0CJ85	DU4L2_HUMAN	DUX4L2
Q68J44	DUPD1_HUMAN	DUPD1
Q05923	DUS2_HUMAN	DUSP2
Q96G46	DUS3L_HUMAN	DUS3L
Q13115	DUS4_HUMAN	DUSP4
Q16828	DUS6_HUMAN	DUSP6
Q9UBX2	DUX4_HUMAN	DUX4
P54792	DVLP1_HUMAN	DVL1P1
Q8WWB3	DYDC1_HUMAN	DYDC1
Q96DT5	DYH11_HUMAN	DNAH11
Q9P2D7	DYH1_HUMAN	DNAH1
Q96JB1	DYH8_HUMAN	DNAH8
Q9NYC9	DYH9_HUMAN	DNAH9
Q14204	DYHC1_HUMAN	DYNC1H1
Q9UQ16	DYN3_HUMAN	DNM3
Q13627	DYR1A_HUMAN	DYRK1A
Q92630	DYRK2_HUMAN	DYRK2
Q15329	E2F5_HUMAN	E2F5
Q96AV8	E2F7_HUMAN	E2F7
P43005	EAA3_HUMAN	SLC1A1
O00341	EAA5_HUMAN	SLC1A7
Q96JC9	EAF1_HUMAN	EAF1
Q15125	EBP_HUMAN	EBP
Q9H8V3	ECT2_HUMAN	ECT2
Q96F86	EDC3_HUMAN	EDC3
Q92611	EDEM1_HUMAN	EDEM1
P26641	EF1G_HUMAN	EEF1G
Q6NXP0	EFC12_HUMAN	EFCAB12
Q8IY85	EFC13_HUMAN	EFCAB13
P56179	DLX6_HUMAN	DLX6
P28067	DMA_HUMAN	HLA-DMA
P28068	DMB_HUMAN	HLA-DMB
Q14565	DMC1_HUMAN	DMC1
Q8NFT8	DNER_HUMAN	DNER
Q9UF47	DNJ5B_HUMAN	DNAJC5B
Q96EY1	DNJA3_HUMAN	DNAJA3
Q9UDY4	DNJB4_HUMAN	DNAJB4
P18858	DNLI1_HUMAN	LIG1
P26358	DNMT1_HUMAN	DNMT1
O43598	DNPH1_HUMAN	DNPH1
Q92874	DNSL2_HUMAN	DNASE1L2
Q9NYP3	DONS_HUMAN	DONSON
Q9Y3R5	DOP2_HUMAN	DOPEY2
Q3MIW9	DPCR1_HUMAN	DPCR1
Q9H4G8	DPH3B_HUMAN	DPH3P1
Q7L8W6	DPH6_HUMAN	DPH6
Q9BTV6	DPH7_HUMAN	DPH7
O94777	DPM2_HUMAN	DPM2
Q07864	DPOE1_HUMAN	POLE
P56282	DPOE2_HUMAN	POLE2
Q9UHN1	DPOG2_HUMAN	POLG2
O75417	DPOLQ_HUMAN	POLQ
Q5T2R2	DPS1_HUMAN	PDSS1
Q8N682	DRAM1_HUMAN	DRAM1
Q30154	DRB5_HUMAN	HLA-DRB5
A6NNA5	DRGX_HUMAN	DRGX
Q86UW9	DTX2_HUMAN	DTX2
P0CJ87	DU4L4_HUMAN	DUX4L4
P0CJ90	DU4L7_HUMAN	DUX4L7
P28562	DUS1_HUMAN	DUSP1
Q5VZP5	DUS27_HUMAN	DUSP27
Q9NX74	DUS2L_HUMAN	DUS2
Q96FJ2	DYL2_HUMAN	DYNLL2
Q9NR20	DYRK4_HUMAN	DYRK4
Q9BQI3	E2AK1_HUMAN	EIF2AK1
Q8TEA8	DTD1_HUMAN	DTD1
Q9HAF1	EAF6_HUMAN	MEAF6
P0DPD6	ECE2_HUMAN	ECE2
Q96DC8	ECHD3_HUMAN	ECHDC3
Q6P2E9	EDC4_HUMAN	EDC4
Q9BV94	EDEM2_HUMAN	EDEM2
O60869	EDF1_HUMAN	EDF1
Q7L9B9	EEPD1_HUMAN	EEPD1
Q05639	EF1A2_HUMAN	EEF1A2
Q5VTE0	EF1A3_HUMAN	EEF1A1P5
Q96G04	EF2KT_HUMAN	EEF2KMT
Q5JST6	EFHC2_HUMAN	EFHC2
Q5JPI9	EFMT2_HUMAN	EEF1AKMT2
P20827	EFNA1_HUMAN	EFNA1
P98172	EFNB1_HUMAN	EFNB1
Q9Y2G0	EFR3B_HUMAN	EFR3B
P43897	EFTS_HUMAN	TSFM
Q0D2K5	EGFEM_HUMAN	EGFEM1P
Q8IUX8	EGFL6_HUMAN	EGFL6
Q9H4M9	EHD1_HUMAN	EHD1
Q9NR50	EI2BG_HUMAN	EIF2B3
Q6PH85	DCNL2_HUMAN	DCUN1D2
Q9BTE7	DCNL5_HUMAN	DCUN1D5
P32321	DCTD_HUMAN	DCTD
Q13561	DCTN2_HUMAN	DCTN2
Q9BW61	DDA1_HUMAN	DDA1
Q5TDH0	DDI2_HUMAN	DDI2
Q9NX09	DDIT4_HUMAN	DDIT4
Q9NVP1	DDX18_HUMAN	DDX18
O00571	DDX3X_HUMAN	DDX3X
Q7L014	DDX46_HUMAN	DDX46
Q9NY93	DDX56_HUMAN	DDX56
O95786	DDX58_HUMAN	DDX58
Q9NUI1	DECR2_HUMAN	DECR2
O75618	DEDD_HUMAN	DEDD
Q08495	DEMA_HUMAN	DMTN
Q68D51	DEN2C_HUMAN	DENND2C
O75064	DEN4B_HUMAN	DENND4B
Q9GZP9	DERL2_HUMAN	DERL2
Q96Q80	DERL3_HUMAN	DERL3
P23743	DGKA_HUMAN	DGKA
Q9Y6T7	DGKB_HUMAN	DGKB
P52429	DGKE_HUMAN	DGKE
Q9Y4D2	DGLA_HUMAN	DAGLA
Q9P1J3	DHAS1_HUMAN	DHRS4-AS1
P37058	DHB3_HUMAN	HSD17B3
P51659	DHB4_HUMAN	HSD17B4
Q86SQ9	DHDDS_HUMAN	DHDDS
O43143	DHX15_HUMAN	DHX15
O60231	DHX16_HUMAN	DHX16
Q7L7V1	DHX32_HUMAN	DHX32
Q14147	DHX34_HUMAN	DHX34
Q8IY37	DHX37_HUMAN	DHX37
Q6P158	DHX57_HUMAN	DHX57
Q96C10	DHX58_HUMAN	DHX58
Q08211	DHX9_HUMAN	DHX9
Q8IYB7	DI3L2_HUMAN	DIS3L2
Q9H7Y0	DIA1R_HUMAN	CXorf36
Q9UNQ2	DIM1_HUMAN	DIMT1
Q9P265	DIP2B_HUMAN	DIP2B
Q8N4W6	DJC22_HUMAN	DNAJC22
Q6P3W2	DJC24_HUMAN	DNAJC24
Q16832	DDR2_HUMAN	DDR2
Q16698	DECR_HUMAN	DECR1
Q01524	DEF6_HUMAN	DEFA6
Q6ZN54	DEFI8_HUMAN	DEF8
Q9HBH1	DEFM_HUMAN	PDF
Q9BY27	DGC6L_HUMAN	DGCR6L
Q14129	DGCR6_HUMAN	DGCR6
Q8WYQ5	DGCR8_HUMAN	DGCR8
Q5KSL6	DGKK_HUMAN	DGKK
Q6UX07	DHR13_HUMAN	DHRS13
O75911	DHRS3_HUMAN	DHRS3
Q9BTZ2	DHRS4_HUMAN	DHRS4
Q8N5I4	DHRSX_HUMAN	DHRSX
Q9Y2E4	DIP2C_HUMAN	DIP2C
Q155Q3	DIXC1_HUMAN	DIXDC1
Q9UBS4	DJB11_HUMAN	DNAJB11
Q9H819	DJC18_HUMAN	DNAJC18
Q07687	DLX2_HUMAN	DLX2
Q92988	DLX4_HUMAN	DLX4
